"name","chrom","strand","txStart","txEnd","cdsStart","cdsEnd","exonCount","exonStarts","exonEnds","alias","tss","pas"
"YBR152W","chrII","+",546375,547251,546375,547251,1,"546375,","547251,","SPP381",546322,547251
"YBR153W","chrII","+",547459,548194,547459,548194,1,"547459,","548194,","RIB7",547410,548241
"YBR154C","chrII","-",548361,549009,548361,549009,1,"548361,","549009,","RPB5",549100,548266
"YBR155W","chrII","+",549770,550928,549770,550928,1,"549770,","550928,","CNS1",549726,551018
"YBR156C","chrII","-",551103,553200,551103,553200,1,"551103,","553200,","SLI15",553237,550927
"YBR157C","chrII","-",553542,554310,553542,554310,1,"553542,","554310,","ICS2",554382,553418
"YBR158W","chrII","+",556548,558198,556548,558198,1,"556548,","558198,","AMN1",556286,558348
"YBR159W","chrII","+",558684,559728,558684,559728,1,"558684,","559728,","IFA38",558660,559815
"YBR160W","chrII","+",560077,560974,560077,560974,1,"560077,","560974,","CDC28",559947,561068
"YBR161W","chrII","+",561633,562764,561633,562764,1,"561633,","562764,","CSH1",561407,563028
"YBR162C","chrII","-",563202,564570,563202,564570,1,"563202,","564570,","TOS1",564808,562899
"YBR162W-A","chrII","+",565230,565428,565230,565428,1,"565230,","565428,","YSY6",565196,565526
"YBR163W","chrII","+",565722,567480,565722,567480,1,"565722,","567480,","EXO5",565639,567536
"YBR164C","chrII","-",567874,568426,567874,568426,1,"567874,","568426,","ARL1",568545,567773
"YBR165W","chrII","+",568851,569685,568851,569685,1,"568851,","569685,","UBS1",568760,569731
"YBR166C","chrII","-",569841,571200,569841,571200,1,"569841,","571200,","TYR1",571252,569753
"YBR167C","chrII","-",571467,571890,571467,571890,1,"571467,","571890,","POP7",571926,571400
"YBR168W","chrII","+",572370,573612,572370,573612,1,"572370,","573612,","PEX32",572244,573780
"YBR170C","chrII","-",576343,578086,576343,578086,1,"576343,","578086,","NPL4",578159,576214
"YBR171W","chrII","+",578363,578984,578363,578984,1,"578363,","578984,","SEC66",578338,579065
"YBR172C","chrII","-",579149,581372,579149,581372,1,"579149,","581372,","SMY2",581483,579012
"YBR173C","chrII","-",581725,582172,581725,582172,1,"581725,","582172,","UMP1",582200,581582
"YBR175W","chrII","+",582407,583355,582407,583355,1,"582407,","583355,","SWD3",582395,583458
"YBR176W","chrII","+",583719,584658,583719,584658,1,"583719,","584658,","ECM31",583586,584803
"YBR177C","chrII","-",584806,586162,584806,586162,1,"584806,","586162,","EHT1",586193,584684
"YBR179C","chrII","-",586546,589114,586546,589114,1,"586546,","589114,","FZO1",589179,586491
"YBR181C","chrII","-",591711,592774,591711,592774,2,"591711,592768,","592416,592774,","RPS6B",592827,591630
"YBR182C","chrII","-",593505,594864,593505,594864,1,"593505,","594864,","SMP1",595027,593200
"YBR183W","chrII","+",596114,597065,596114,597065,1,"596114,","597065,","YPC1",595906,597128
"YBR184W","chrII","+",597362,598934,597362,598934,1,"597362,","598934,","YBR184W",597363,599077
"YBR185C","chrII","-",599122,599959,599122,599959,1,"599122,","599959,","MBA1",599978,599004
"YBR187W","chrII","+",602633,603476,602633,603476,1,"602633,","603476,","GDT1",602550,603614
"YBR188C","chrII","-",603684,604107,603684,604107,1,"603684,","604107,","NTC20",604182,603530
"YBR189W","chrII","+",604507,605508,604507,605508,2,"604507,604927,","604514,605508,","RPS9B",604470,605578
"YBR191W","chrII","+",606269,607140,606269,607140,2,"606269,606668,","606280,607140,","RPL21A",606220,607242
"YBR192W","chrII","+",607651,608785,607651,608785,1,"607651,","608785,","RIM2",607502,609055
"YBR193C","chrII","-",609081,609753,609081,609753,1,"609081,","609753,","MED8",609813,608847
"YBR194W","chrII","+",610037,610409,610037,610409,1,"610037,","610409,","AIM4",609969,610565
"YBR195C","chrII","-",610613,611882,610613,611882,1,"610613,","611882,","MSI1",611875,610490
"YBR196C","chrII","-",612235,613900,612235,613900,1,"612235,","613900,","PGI1",613935,612072
"YBR197C","chrII","-",615202,615856,615202,615856,1,"615202,","615856,","YBR197C",615879,615202
"YBR198C","chrII","-",616126,618523,616126,618523,1,"616126,","618523,","TAF5",618597,616036
"YBR199W","chrII","+",618908,620303,618908,620303,1,"618908,","620303,","KTR4",618816,620431
"YBR200W","chrII","+",620871,622527,620871,622527,1,"620871,","622527,","BEM1",620817,622749
"YBR201W","chrII","+",623575,624211,623575,624211,1,"623575,","624211,","DER1",623440,624335
"YBR201C-A","chrII","-",624492,624696,624492,624696,1,"624492,","624696,","YBR201C-A",624842,624245
"YBR202W","chrII","+",625771,628309,625771,628309,1,"625771,","628309,","MCM7",625742,628474
"YBR203W","chrII","+",629167,631942,629167,631942,1,"629167,","631942,","COS111",628865,632172
"YBR204C","chrII","-",632253,633381,632253,633381,1,"632253,","633381,","YBR204C",633443,631993
"YBR205W","chrII","+",633621,634836,633621,634836,1,"633621,","634836,","KTR3",633575,635014
"YBR207W","chrII","+",635145,636543,635145,636543,1,"635145,","636543,","FTH1",635094,636682
"YBR210W","chrII","+",645549,645978,645549,645978,1,"645549,","645978,","ERV15",645512,646217
"YBR211C","chrII","-",646157,647132,646157,647132,1,"646157,","647132,","AME1",647245,646031
"YBR212W","chrII","+",647885,649904,647885,649904,1,"647885,","649904,","NGR1",647480,650110
"YBR213W","chrII","+",650367,651192,650367,651192,1,"650367,","651192,","MET8",650216,651315
"YBR215W","chrII","+",653355,655317,653355,655317,2,"653355,653452,","653368,655317,","HPC2",653315,655425
"YBR216C","chrII","-",655575,657600,655575,657600,1,"655575,","657600,","YBP1",657633,655283
"YBR217W","chrII","+",657831,658392,657831,658392,1,"657831,","658392,","ATG12",657785,658720
"YBR218C","chrII","-",658706,662249,658706,662249,1,"658706,","662249,","PYC2",662311,658591
"YBR220C","chrII","-",662994,664677,662994,664677,1,"662994,","664677,","YBR220C",664744,662856
"YBR221C","chrII","-",665152,666253,665152,666253,1,"665152,","666253,","PDB1",666456,664909
"YBR222C","chrII","-",666719,668351,666719,668351,1,"666719,","668351,","PCS60",668378,666606
"YBR223C","chrII","-",668662,670297,668662,670297,1,"668662,","670297,","TDP1",670323,668424
"YBR225W","chrII","+",670626,673329,670626,673329,1,"670626,","673329,","YBR225W",670492,673585
"YBR227C","chrII","-",673571,675134,673571,675134,1,"673571,","675134,","MCX1",675192,673514
"YBR228W","chrII","+",675312,676227,675312,676227,1,"675312,","676227,","SLX1",675313,676321
"YBR229C","chrII","-",676356,679221,676356,679221,1,"676356,","679221,","ROT2",679228,676226
"YBR230C","chrII","-",679548,680050,679548,680050,2,"679548,680039,","679942,680050,","OM14",680088,679461
"YBR230W-A","chrII","+",680361,680562,680361,680562,1,"680361,","680562,","YBR230W-A",680298,680707
"YBR231C","chrII","-",682178,683090,682178,683090,1,"682178,","683090,","SWC5",683147,682140
"YBR233W","chrII","+",683427,684669,683427,684669,1,"683427,","684669,","PBP2",683300,684839
"YBR233W-A","chrII","+",684976,685261,684976,685261,1,"684976,","685261,","DAD3",684958,685468
"YBR234C","chrII","-",685437,686592,685437,686592,1,"685437,","686592,","ARC40",686638,685360
"YBR235W","chrII","+",686900,690263,686900,690263,1,"686900,","690263,","YBR235W",686820,690360
"YBR236C","chrII","-",690382,691693,690382,691693,1,"690382,","691693,","ABD1",691731,690267
"YBR237W","chrII","+",691968,694518,691968,694518,1,"691968,","694518,","PRP5",691925,694611
"YBR238C","chrII","-",695106,697302,695106,697302,1,"695106,","697302,","YBR238C",697302,695093
"YBR239C","chrII","-",698353,699943,698353,699943,1,"698353,","699943,","ERT1",700093,698265
"YBR241C","chrII","-",702588,704055,702588,704055,1,"702588,","704055,","YBR241C",704282,702522
"YBR242W","chrII","+",704669,705386,704669,705386,1,"704669,","705386,","YBR242W",704502,705453
"YBR243C","chrII","-",705446,706793,705446,706793,1,"705446,","706793,","ALG7",706825,705389
"YBR244W","chrII","+",707527,708016,707527,708016,1,"707527,","708016,","GPX2",707492,708136
"YBR245C","chrII","-",708149,711539,708149,711539,1,"708149,","711539,","ISW1",711385,708054
"YBR246W","chrII","+",711590,712754,711590,712754,1,"711590,","712754,","RRT2",711548,712894
"YBR247C","chrII","-",713003,714455,713003,714455,1,"713003,","714455,","ENP1",714476,712887
"YBR248C","chrII","-",714806,716465,714806,716465,1,"714806,","716465,","HIS7",716553,714736
"YBR249C","chrII","-",716881,717994,716881,717994,1,"716881,","717994,","ARO4",718084,716794
"YBR251W","chrII","+",721389,722313,721389,722313,1,"721389,","722313,","MRPS5",721322,722394
"YBR252W","chrII","+",722610,723054,722610,723054,1,"722610,","723054,","DUT1",722593,723127
"YBR253W","chrII","+",723269,723635,723269,723635,1,"723269,","723635,","SRB6",723209,723727
"YBR254C","chrII","-",723735,724263,723735,724263,1,"723735,","724263,","TRS20",724271,723567
"YBR255W","chrII","+",724455,726540,724455,726540,1,"724455,","726540,","MTC4",724433,726607
"YBR255C-A","chrII","-",726617,727074,726617,727074,2,"726617,727011,","726917,727074,","YBR255C-A",727098,726507
"YBR256C","chrII","-",727385,728102,727385,728102,1,"727385,","728102,","RIB5",728137,727322
"YBR257W","chrII","+",728884,729724,728884,729724,1,"728884,","729724,","POP4",728854,729781
"YBR258C","chrII","-",729733,730162,729733,730162,1,"729733,","730162,","SHG1",730195,729666
"YBR259W","chrII","+",730386,732453,730386,732453,1,"730386,","732453,","YBR259W",730338,732588
"YBR260C","chrII","-",732638,734639,732638,734639,1,"732638,","734639,","RGD1",734676,732537
"YBR261C","chrII","-",734831,735530,734831,735530,1,"734831,","735530,","TAE1",735555,734704
"YBR262C","chrII","-",735719,736040,735719,736040,1,"735719,","736040,","AIM5",736075,735606
"YBR263W","chrII","+",736263,737736,736263,737736,1,"736263,","737736,","SHM1",736224,737806
"YBR264C","chrII","-",737769,738369,737769,738369,1,"737769,","738369,","YPT10",738407,737733
"YBR265W","chrII","+",738581,739544,738581,739544,1,"738581,","739544,","TSC10",738546,739687
"YBR267W","chrII","+",739840,741022,739840,741022,1,"739840,","741022,","REI1",739824,741142
"YBR268W","chrII","+",741298,741616,741298,741616,1,"741298,","741616,","MRPL37",741285,741716
"YBR269C","chrII","-",742159,742576,742159,742576,1,"742159,","742576,","FMP21",742597,742004
"YBR270C","chrII","-",742760,744398,742760,744398,1,"742760,","744398,","BIT2",744700,742723
"YBR271W","chrII","+",744851,746111,744851,746111,1,"744851,","746111,","YBR271W",744835,746277
"YBR272C","chrII","-",746360,747803,746360,747803,1,"746360,","747803,","HSM3",747830,746178
"YBR273C","chrII","-",748060,749371,748060,749371,1,"748060,","749371,","UBX7",749402,747954
"YBR274W","chrII","+",749593,751177,749593,751177,1,"749593,","751177,","CHK1",749558,751338
"YBR275C","chrII","-",751355,757106,751355,757106,1,"751355,","757106,","RIF1",757220,751216
"YBR276C","chrII","-",757619,760043,757619,760043,1,"757619,","760043,","PPS1",760138,757544
"YBR278W","chrII","+",760293,760899,760293,760899,1,"760293,","760899,","DPB3",760276,760991
"YBR279W","chrII","+",761256,762594,761256,762594,1,"761256,","762594,","PAF1",761229,762712
"YBR280C","chrII","-",762783,764697,762783,764697,1,"762783,","764697,","SAF1",764700,762608
"YBR281C","chrII","-",764969,767606,764969,767606,1,"764969,","767606,","DUG2",767655,764860
"YBR282W","chrII","+",768239,768680,768239,768680,1,"768239,","768680,","MRPL27",768201,768801
"YBR283C","chrII","-",768942,770415,768942,770415,1,"768942,","770415,","SSH1",770568,768791
"YBR284W","chrII","+",771238,773632,771238,773632,1,"771238,","773632,","YBR284W",771227,773800
"YBR285W","chrII","+",773921,774356,773921,774356,1,"773921,","774356,","YBR285W",773739,774356
"YBR286W","chrII","+",774699,776313,774699,776313,1,"774699,","776313,","APE3",774687,776379
"YBR287W","chrII","+",776570,777854,776570,777854,1,"776570,","777854,","YBR287W",776538,777968
"YBR288C","chrII","-",778011,779463,778011,779463,1,"778011,","779463,","APM3",779521,777946
"YBR289W","chrII","+",779666,782384,779666,782384,1,"779666,","782384,","SNF5",779638,782442
"YBR290W","chrII","+",782590,783556,782590,783556,1,"782590,","783556,","BSD2",782584,783661
"YBR291C","chrII","-",783672,784572,783672,784572,1,"783672,","784572,","CTP1",784608,783627
"YBR293W","chrII","+",787005,788430,787005,788430,1,"787005,","788430,","VBA2",787106,788645
"YBR295W","chrII","+",792848,796499,792848,796499,1,"792848,","796499,","PCA1",792832,796621
"YBR296C","chrII","-",796797,798522,796797,798522,1,"796797,","798522,","PHO89",798588,796520
"YBR296C-A","chrII","-",800122,800242,800122,800242,1,"800122,","800242,","YBR296C-A",800193,800122
"YBR297W","chrII","+",800522,801929,800522,801929,1,"800522,","801929,","MAL33",800484,802166
"YBR299W","chrII","+",805350,807105,805350,807105,1,"805350,","807105,","MAL32",805141,807105
"YBR298C-A","chrII","-",805034,805256,805034,805256,1,"805034,","805256,","YBR298C-A",805450,805034
"YBR302C","chrII","-",810339,811479,810339,811479,1,"810339,","811479,","COS2",811486,810283
"YCL067C","chrIII","-",12385,13018,12385,13018,1,"12385,","13018,","HMLALPHA2",12887,12297
"YCL064C","chrIII","-",15797,16880,15797,16880,1,"15797,","16880,","CHA1",16890,15712
"YCL063W","chrIII","+",17289,18561,17289,18561,1,"17289,","18561,","VAC17",17274,18693
"YCL061C","chrIII","-",18815,22106,18815,22106,1,"18815,","22106,","MRC1",22154,18624
"YCL059C","chrIII","-",22428,23379,22428,23379,1,"22428,","23379,","KRR1",23404,22318
"YCL058W-A","chrIII","+",23583,23925,23583,23925,1,"23583,","23925,","ADF1",23562,23990
"YCL057C-A","chrIII","-",24031,24325,24031,24325,1,"24031,","24325,","YCL057C-A",24352,23904
"YCL057W","chrIII","+",24767,26906,24767,26906,1,"24767,","26906,","PRD1",24782,27035
"YCL056C","chrIII","-",26924,27359,26924,27359,1,"26924,","27359,","YCL056C",27390,26897
"YCL055W","chrIII","+",27928,28936,27928,28936,1,"27928,","28936,","KAR4",27923,29019
"YCL054W","chrIII","+",31448,33974,31448,33974,1,"31448,","33974,","SPB1",31432,34078
"YCL052C","chrIII","-",34142,35393,34142,35393,1,"34142,","35393,","PBN1",35426,33985
"YCL051W","chrIII","+",35864,37616,35864,37616,1,"35864,","37616,","LRE1",35584,37662
"YCL050C","chrIII","-",37835,38801,37835,38801,1,"37835,","38801,","APA1",38863,37722
"YCL049C","chrIII","-",39785,40724,39785,40724,1,"39785,","40724,","YCL049C",40779,39603
"YCL047C","chrIII","-",43660,44437,43660,44437,1,"43660,","44437,","YCL047C",44457,43574
"YCL045C","chrIII","-",44622,46905,44622,46905,1,"44622,","46905,","EMC1",46945,44562
"YCL044C","chrIII","-",47110,48364,47110,48364,1,"47110,","48364,","MGR1",48405,46937
"YCL043C","chrIII","-",48652,50221,48652,50221,1,"48652,","50221,","PDI1",50258,48590
"YCL042W","chrIII","+",50583,50943,50583,50943,1,"50583,","50943,","YCL042W",50405,50943
"YCL040W","chrIII","+",50837,52340,50837,52340,1,"50837,","52340,","GLK1",50809,52518
"YCL039W","chrIII","+",52644,54882,52644,54882,1,"52644,","54882,","GID7",52625,54924
"YCL038C","chrIII","-",54940,56527,54940,56527,1,"54940,","56527,","ATG22",56583,54863
"YCL037C","chrIII","-",57373,58678,57373,58678,1,"57373,","58678,","SRO9",58745,57287
"YCL036W","chrIII","+",59025,60726,59025,60726,1,"59025,","60726,","GFD2",58972,60822
"YCL035C","chrIII","-",60840,61173,60840,61173,1,"60840,","61173,","GRX1",61237,60715
"YCL034W","chrIII","+",61657,62722,61657,62722,1,"61657,","62722,","LSB5",61634,62794
"YCL033C","chrIII","-",62775,63282,62775,63282,1,"62775,","63282,","MXR2",63247,62705
"YCL032W","chrIII","+",63440,64481,63440,64481,1,"63440,","64481,","STE50",63364,64676
"YCL031C","chrIII","-",64674,65568,64674,65568,1,"64674,","65568,","RRP7",65619,64556
"YCL030C","chrIII","-",65933,68333,65933,68333,1,"65933,","68333,","HIS4",68393,65849
"YCL029C","chrIII","-",68598,69921,68598,69921,1,"68598,","69921,","BIK1",69981,68338
"YCL028W","chrIII","+",70149,71367,70149,71367,1,"70149,","71367,","RNQ1",70118,71439
"YCL027W","chrIII","+",71802,73341,71802,73341,1,"71802,","73341,","FUS1",71775,73432
"YCL026C-B","chrIII","-",73404,73986,73404,73986,1,"73404,","73986,","HBN1",74085,73343
"YCL026C-A","chrIII","-",74703,75285,74703,75285,1,"74703,","75285,","FRM2",75387,74490
"YCL025C","chrIII","-",76017,77919,76017,77919,1,"76017,","77919,","AGP1",77950,75925
"YCL024W","chrIII","+",79161,82275,79161,82275,1,"79161,","82275,","KCC4",79090,82386
"YCL017C","chrIII","-",92776,94270,92776,94270,1,"92776,","94270,","NFS1",94385,92619
"YCL016C","chrIII","-",94620,95763,94620,95763,1,"94620,","95763,","DCC1",95795,94480
"YCL014W","chrIII","+",96280,101191,96280,101191,1,"96280,","101191,","BUD3",96178,101310
"YCL012C","chrIII","-",101316,101788,101316,101788,2,"101316,101700,","101633,101788,","YCL012C",101822,101199
"YCL011C","chrIII","-",102074,103358,102074,103358,1,"102074,","103358,","GBP2",103402,101990
"YCL010C","chrIII","-",103570,104350,103570,104350,1,"103570,","104350,","SGF29",104370,103570
"YCL009C","chrIII","-",104618,105548,104618,105548,1,"104618,","105548,","ILV6",105594,104471
"YCL008C","chrIII","-",105695,106853,105695,106853,1,"105695,","106853,","STP22",106857,105564
"YCL005W-A","chrIII","+",107022,107417,107022,107417,3,"107022,107110,107287,","107033,107191,107417,","VMA9",106998,107519
"YCL005W","chrIII","+",108020,108791,108020,108791,1,"108020,","108791,","LDB16",107975,108928
"YCL004W","chrIII","+",109104,110670,109104,110670,1,"109104,","110670,","PGS1",109025,110747
"YCL002C","chrIII","-",110807,111675,110807,111675,2,"110807,111633,","111557,111675,","YCL002C",111702,110546
"YCL001W","chrIII","+",111915,112482,111915,112482,1,"111915,","112482,","RER1",111897,112528
"YCR002C","chrIII","-",117379,118348,117379,118348,1,"117379,","118348,","CDC10",118393,117321
"YCR003W","chrIII","+",118619,119171,118619,119171,1,"118619,","119171,","MRPL32",118598,119276
"YCR004C","chrIII","-",119574,120318,119574,120318,1,"119574,","120318,","YCP4",120508,119468
"YCR005C","chrIII","-",120945,122328,120945,122328,1,"120945,","122328,","CIT2",122388,120814
"YCR008W","chrIII","+",128469,130281,128469,130281,1,"128469,","130281,","SAT4",128007,130539
"YCR009C","chrIII","-",130744,131542,130744,131542,1,"130744,","131542,","RVS161",131623,130646
"YCR011C","chrIII","-",133723,136873,133723,136873,1,"133723,","136873,","ADP1",137024,133667
